energy_gev,madevent_pb,madevent_error_pb,madevent_fb,madevent_error_fb,run_name,seconds,log,sobol_qmc_estimate_fb,sobol_qmc_stderr_fb,sobol_qmc_normalized_ess,madevent_minus_sobol_qmc_fb,madevent_vs_sobol_qmc_pull
1990.0,0.0003839,2.2693e-07,0.3839,0.00022693,precision_1990,178.79923047096236,<PROJECT_ROOT>/results/madgraph_tth_madevent_precision/precision_1990.log,0.3838471293683974,0.0001288938690541,,5.2870631602641716e-05,0.20258455629756394
2000.0,0.00038305,2.5315e-07,0.38305,0.00025315,precision_2000,114.48659621196566,<PROJECT_ROOT>/results/madgraph_tth_madevent_precision/precision_2000.log,0.3834194548950224,0.0001964457430755,,-0.0003694548950223808,-1.1529945816454132
