condition_index,c0,c1,c2,method,estimate,std_error,normalized_ess,error,absolute_error,evaluations,covered_95,seconds,q_value
58,0.6836470272392035,0.8835641797631979,0.8937893202528358,vegas,4.842021661031049e-09,3.830115477038989e-09,,-0.9999999951579783,0.9999999951579783,995053,False,2.3474687230191194,0.49421043627175243
59,0.3058067476376891,0.19680744875222445,0.1613286603242159,nf_pure,0.9986400844073219,0.0006892740221239131,0.6773261976722236,-0.0013599155926781181,0.0013599155926781181,1000000,False,9.374811258981936,
59,0.3058067476376891,0.19680744875222445,0.1613286603242159,vegas,7.711199655084158e-13,7.711141742521505e-13,,-0.9999999999992288,0.9999999999992288,995078,False,2.2956888049957342,0.43727487603975546
60,0.37813845463097095,0.8178117647767067,0.3794882670044899,nf_pure,0.9995794507521439,0.0007369467540266697,0.6478582199308672,-0.0004205492478560613,0.0004205492478560613,1000000,True,9.375574137986405,
60,0.37813845463097095,0.8178117647767067,0.3794882670044899,vegas,6.122411731741237e-10,6.122343045834151e-10,,-0.9999999993877589,0.9999999993877589,995087,False,2.3087296110170428,0.43727688826662037
61,0.5059744445607066,0.004099289886653423,0.6744013475254178,nf_pure,1.000028209061641,0.0006228431380175322,0.7205069370861806,2.8209061641026878e-05,2.8209061641026878e-05,1000000,True,9.367942549986765,
61,0.5059744445607066,0.004099289886653423,0.6744013475254178,vegas,6.360172136506111e-06,6.360160917468872e-06,,-0.9999936398278635,0.9999936398278635,995016,False,2.32474736898439,0.43727514464536543
62,0.7978347185999155,0.7086547240614891,0.07705021928995848,nf_pure,1.0005570647547632,0.0010986460172453714,0.45337504336822537,0.0005570647547632479,0.0005570647547632479,1000000,True,9.374002129974542,
62,0.7978347185999155,0.7086547240614891,0.07705021928995848,vegas,1.094029294557369e-18,7.44177025778147e-19,,-1.0,1.0,995097,False,2.351856872002827,0.5497881260316624
63,0.17756279837340117,0.3954295767471194,0.8680747505277395,nf_pure,0.9985438460433418,0.0012470007395520171,0.3906937642798894,-0.0014561539566582127,0.0014561539566582127,1000000,True,9.371193567989394,
63,0.17756279837340117,0.3954295767471194,0.8680747505277395,vegas,3.319610135275671e-11,3.1498545624534896e-11,,-0.9999999999668039,0.9999999999668039,995084,False,2.3364512199768797,0.4366533701934012
64,0.1846362240612507,0.5471645817160606,0.09464479051530361,nf_pure,0.9975618333393974,0.0007926886966312626,0.6129589265801002,-0.002438166660602592,0.002438166660602592,1000000,False,9.36399809399154,
64,0.1846362240612507,0.5471645817160606,0.09464479051530361,vegas,8.069962878645958e-19,5.722355630701007e-19,,-1.0,1.0,995071,False,2.284519730019383,0.5329514500583408
65,0.8049081461504102,0.36038591992110014,0.8348551793023944,nf_pure,0.9988970649859935,0.000747021732599903,0.6413239078495518,-0.0011029350140064897,0.0011029350140064897,1000000,True,9.366759605996776,
65,0.8049081461504102,0.36038591992110014,0.8348551793023944,vegas,1.7553059809404647e-09,1.1401764057684044e-09,,-0.999999998244694,0.999999998244694,995027,False,2.2747091010096483,0.5716835125044795
66,0.5145126692950726,0.9068071618676186,0.41658118832856417,nf_pure,0.9993714663287268,0.0006467224030884476,0.7048328331295289,-0.0006285336712732459,0.0006285336712732459,1000000,True,9.381895174999954,
66,0.5145126692950726,0.9068071618676186,0.41658118832856417,vegas,8.351594489128184e-14,4.588889945405969e-14,,-0.9999999999999165,0.9999999999999165,995097,False,2.3208502259803936,0.06282838683822643
67,0.38667668122798204,0.2205234570428729,0.6529334262013435,nf_pure,0.9998406761975869,0.0009389290759438823,0.5313866747287803,-0.00015932380241312494,0.00015932380241312494,1000000,True,9.370355757011566,
67,0.38667668122798204,0.2205234570428729,0.6529334262013435,vegas,1.2049322229613161e-08,1.2023811236691707e-08,,-0.9999999879506778,0.9999999879506778,995073,False,2.328381060011452,0.4340014215205178
68,0.29873331636190414,0.8565957602113485,0.9347584415227175,nf_pure,0.9993588555383262,0.0015273145027665165,0.29978862040643506,-0.0006411444616738482,0.0006411444616738482,1000000,True,9.366824777011061,
68,0.29873331636190414,0.8565957602113485,0.9347584415227175,vegas,9.294021459576063e-09,7.304160800156353e-09,,-0.9999999907059786,0.9999999907059786,995080,False,2.2767603939864784,0.4715146129923661
69,0.6765735978260636,0.04335630405694246,0.13598453905433416,nf_pure,0.999284348234127,0.0006404857736779722,0.7088127636525213,-0.00071565176587296,0.00071565176587296,1000000,True,9.35256829301943,
69,0.6765735978260636,0.04335630405694246,0.13598453905433416,vegas,2.9779836106151945e-18,2.977497279404765e-18,,-1.0,1.0,995090,False,2.3194239099975675,0.43730497575011107
70,0.8771134912967682,0.7480415012687445,0.6165142515674233,nf_pure,0.9973059339491229,0.0007271039402143079,0.6529374419349152,-0.0026940660508770753,0.0026940660508770753,1000000,False,9.353656745981425,
