scope,energy_gev,method,estimate_gev2,stderr_gev2,estimate_fb,stderr_fb,relative_stderr
fixed_energy,1990.0,sobol_qmc,9.857921525175662e-13,3.3102387617254815e-16,0.3838471293683974,0.00012889386905417494,0.00033579479743997
fixed_energy,2000.0,sobol_qmc,9.846938034420402e-13,5.045098871469621e-16,0.38341945489502244,0.00019644574307552595,0.0005123520483051947
