benchmark,edges,ess,integral_estimate,log_integral_estimate,true_integral,absolute_integral_error,relative_integral_error,std_logw,graph
madgraph_gg_tth_5,10,0.9175537838422249,9.697110303597336e-11,-23.05660808865386,,,,0.594941870861026,"{0: [], 1: [0], 2: [0, 1], 3: [0, 1, 2], 4: [0, 1, 2, 3]}"
