energy_gev,conditional_nf,madevent,nf_minus_madevent_fb,relative_difference
600.0,0.19393046861696656,0.193842,8.846861696656938e-05,0.0004563955023502099
800.0,0.3492750382776081,0.3493134,-3.8361722391910824e-05,-0.00010982035728349049
1000.0,0.38456512597536185,0.3844468,0.00011832597536187706,0.00030778244314135807
1400.0,0.3967579769760266,0.39553279999999996,0.0012251769760266429,0.0030975357189761328
2000.0,0.3834518011019091,0.38268199999999997,0.0007698011019091067,0.002011594749450214
