energy_gev,conditional_nf,madevent,nf_minus_madevent_fb,relative_difference
1400.0,0.3964725938255597,0.3962278,0.0002447938255596971,0.0006178108289213858
2000.0,0.3834344677417307,0.3828093,0.0006251677417306589,0.0016331048951283547
