energy_gev,method,repeats,mean_fb,empirical_sem_fb,mean_internal_stderr_fb,mean_normalized_ess,evaluations_per_repeat,mean_seconds,total_seconds,mean_mg_log_coverage,minimum_mg_log_coverage
1400.0,conditional_nf,10,0.39647259382555966,7.330374902046119e-05,0.00017339036988049,0.9127168208606242,500000.0,18.105917199287795,181.05917199287796,,
1400.0,madevent,10,0.3962278,0.0001283497651817896,0.003257684772962674,,,17.798775618994842,177.9877561899484,0.9977197424441673,0.9821956358088002
2000.0,conditional_nf,10,0.3834344677417307,5.611742358316094e-05,0.00019689770216547,0.8835117707486997,500000.0,18.080525613791544,180.80525613791542,,
2000.0,madevent,10,0.3828093,0.00013582530037596733,0.0033360428351579723,,,17.777895055006958,177.77895055006957,0.9991292953951408,0.9771807524607715
