energy_gev,method,estimate_gev2,stderr_gev2,estimate_pb,stderr_pb,relative_stderr,normalized_ess,replicate,evaluations,seconds
300.0,sobol_qmc,1.3607521515985572e-10,8.053586611363813e-15,0.052984881837317026,3.1359004978858083e-06,5.918481629371507e-05,,,,
300.0,conditional_nf,1.3608158936092608e-10,3.394975400745778e-14,0.05298736381972744,1.321933389837337e-05,0.00024948087516389616,0.9414062117388872,0.0,1000000.0,15.376072522019967
