scope,energy_gev,method,estimate_gev2,stderr_gev2,estimate_fb,stderr_fb,relative_stderr,normalized_ess
fixed_energy,1400.0,sobol_qmc,1.0177040929341517e-12,5.447584951500624e-16,0.39627298069030004,0.0002121177207876722,0.0005352818161313122,
fixed_energy,1400.0,nf_mixture,1.0183168312652504e-12,4.455690835042053e-16,0.39651156835692486,0.00017349540996203992,0.0004375544720699444,0.9126361204184564
fixed_energy,1990.0,sobol_qmc,9.857115455424836e-13,1.189734418230827e-15,0.3838157426750528,0.00046325804073647824,0.001206980301297029,
fixed_energy,1990.0,nf_mixture,9.859910133372654e-13,5.053797962783213e-16,0.3839245616695071,0.00019678446774687864,0.0005125602459273657,0.883892732084725
fixed_energy,2000.0,sobol_qmc,9.845805967033106e-13,1.0180374594601217e-15,0.3833753745261784,0.00039640278673886136,0.0010339808268300587,
fixed_energy,2000.0,nf_mixture,9.848667262592217e-13,5.057753508295172e-16,0.3834867874729983,0.0001969384885296546,0.0005135469981309884,0.8834973875900468
